Fondsposition per,"20.Sept.2024"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"INR","INR/USD","Cash und/oder Derivate","FX","3,52","0,00","3,52","200.544,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","3,64","0,00","3,64","207.729,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","3,74","0,00","3,74","213.171,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","3,86","0,00","3,86","220.018,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","3,97","0,00","3,97","226.509,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","4,03","0,00","4,03","229.734,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","4,14","0,00","4,14","235.897,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","4,17","0,00","4,17","237.683,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","4,38","0,00","4,38","249.680,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","4,53","0,00","4,53","258.580,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","4,75","0,00","4,75","271.074,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","4,79","0,00","4,79","273.276,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","4,93","0,00","4,93","281.201,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","5,06","0,00","5,06","288.884,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","5,09","0,00","5,09","290.171,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","5,11","0,00","5,11","291.586,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","5,13","0,00","5,13","292.448,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","5,14","0,00","5,14","293.408,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","5,39","0,00","5,39","307.388,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","5,55","0,00","5,55","316.543,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","5,57","0,00","5,57","317.683,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","5,61","0,00","5,61","320.052,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","5,61","0,00","5,61","320.148,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","5,66","0,00","5,66","323.081,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","5,67","0,00","5,67","323.487,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","5,68","0,00","5,68","323.763,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","5,81","0,00","5,81","331.209,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","5,88","0,00","5,88","335.655,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,22","0,00","6,22","354.540,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,25","0,00","6,25","356.416,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,31","0,00","6,31","359.872,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,38","0,00","6,38","363.699,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,45","0,00","6,45","368.134,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,53","0,00","6,53","372.415,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,55","0,00","6,55","373.789,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,56","0,00","6,56","374.445,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,57","0,00","6,57","374.662,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,64","0,00","6,64","378.757,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,66","0,00","6,66","379.616,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,67","0,00","6,67","380.597,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,68","0,00","6,68","380.777,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,71","0,00","6,71","382.892,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,72","0,00","6,72","383.451,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,79","0,00","6,79","387.197,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,79","0,00","6,79","387.240,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,83","0,00","6,83","389.297,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,86","0,00","6,86","391.101,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","6,97","0,00","6,97","397.330,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,04","0,00","7,04","401.381,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,11","0,00","7,11","405.450,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,18","0,00","7,18","409.442,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,22","0,00","7,22","411.979,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,28","0,00","7,28","415.104,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,31","0,00","7,31","417.139,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,36","0,00","7,36","419.660,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,45","0,00","7,45","424.868,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,46","0,00","7,46","425.562,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,50","0,00","7,50","427.623,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,52","0,00","7,52","428.817,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,52","0,00","7,52","429.175,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,57","0,00","7,57","431.830,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,66","0,00","7,66","436.771,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,68","0,00","7,68","438.311,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,72","0,00","7,72","440.370,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,74","0,00","7,74","441.273,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,76","0,00","7,76","442.777,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,80","0,00","7,80","445.055,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,82","0,00","7,82","446.296,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","7,93","0,00","7,93","452.385,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,01","0,00","8,01","456.830,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,11","0,00","8,11","462.375,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,23","0,00","8,23","469.232,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,29","0,00","8,29","472.836,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,29","0,00","8,29","473.061,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,35","0,00","8,35","476.446,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,38","0,00","8,38","477.986,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,39","0,00","8,39","478.269,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,40","0,00","8,40","478.960,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,40","0,00","8,40","479.033,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,43","0,00","8,43","481.098,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,47","0,00","8,47","482.992,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,49","0,00","8,49","484.386,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,54","0,00","8,54","487.329,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,54","0,00","8,54","487.358,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,67","0,00","8,67","494.698,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,70","0,00","8,70","496.055,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,70","0,00","8,70","496.216,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,71","0,00","8,71","496.970,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,71","0,00","8,71","496.974,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,72","0,00","8,72","497.221,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,74","0,00","8,74","498.701,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,81","0,00","8,81","502.727,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,83","0,00","8,83","503.389,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,84","0,00","8,84","504.380,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,85","0,00","8,85","504.804,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,87","0,00","8,87","506.090,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,91","0,00","8,91","508.486,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,95","0,00","8,95","510.617,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,98","0,00","8,98","512.058,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","8,98","0,00","8,98","512.062,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","9,00","0,00","9,00","513.198,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","9,07","0,00","9,07","517.103,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","9,11","0,00","9,11","519.606,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","9,16","0,00","9,16","522.356,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","9,23","0,00","9,23","526.690,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","9,29","0,00","9,29","529.627,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","9,38","0,00","9,38","534.737,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","9,46","0,00","9,46","539.324,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","9,56","0,00","9,56","545.033,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","9,60","0,00","9,60","547.420,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","9,75","0,00","9,75","555.860,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","9,77","0,00","9,77","557.022,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","9,79","0,00","9,79","558.429,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","9,81","0,00","9,81","559.516,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","9,99","0,00","9,99","570.011,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","10,19","0,00","10,19","581.096,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","10,25","0,00","10,25","584.576,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","10,26","0,00","10,26","585.337,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","10,35","0,00","10,35","590.253,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","10,51","0,00","10,51","599.297,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","10,51","0,00","10,51","599.321,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","10,64","0,00","10,64","606.761,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","10,87","0,00","10,87","619.868,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","10,91","0,00","10,91","622.482,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","10,92","0,00","10,92","622.612,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","10,92","0,00","10,92","622.715,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","11,03","0,00","11,03","629.019,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","11,06","0,00","11,06","630.900,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","11,06","0,00","11,06","631.056,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","11,08","0,00","11,08","631.774,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","11,15","0,00","11,15","636.035,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","11,18","0,00","11,18","637.522,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","11,26","0,00","11,26","642.459,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","11,35","0,00","11,35","647.229,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","11,40","0,00","11,40","650.326,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","11,51","0,00","11,51","656.320,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","11,57","0,00","11,57","659.822,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","11,66","0,00","11,66","664.934,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","11,68","0,00","11,68","666.369,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","11,75","0,00","11,75","670.442,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","11,94","0,00","11,94","680.946,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","11,98","0,00","11,98","683.359,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","12,06","0,00","12,06","688.085,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","12,09","0,00","12,09","689.665,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","12,13","0,00","12,13","691.868,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","12,20","0,00","12,20","696.074,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","12,25","0,00","12,25","698.952,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","12,28","0,00","12,28","700.366,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","12,30","0,00","12,30","701.679,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","12,34","0,00","12,34","703.593,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","12,41","0,00","12,41","707.889,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","12,41","0,00","12,41","707.919,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","12,42","0,00","12,42","708.267,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","12,43","0,00","12,43","708.922,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","12,43","0,00","12,43","709.137,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","12,63","0,00","12,63","720.126,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","12,76","0,00","12,76","727.694,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","12,81","0,00","12,81","730.733,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","12,87","0,00","12,87","734.053,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","12,88","0,00","12,88","734.681,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","12,98","0,00","12,98","740.387,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,02","0,00","13,02","742.564,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,02","0,00","13,02","742.626,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,17","0,00","13,17","750.946,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,18","0,00","13,18","751.587,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,18","0,00","13,18","751.909,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,19","0,00","13,19","752.368,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,20","0,00","13,20","753.175,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,29","0,00","13,29","757.876,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,30","0,00","13,30","758.360,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,31","0,00","13,31","758.911,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,33","0,00","13,33","760.186,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,35","0,00","13,35","761.289,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,37","0,00","13,37","762.771,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,39","0,00","13,39","763.602,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,56","0,00","13,56","773.708,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,61","0,00","13,61","776.243,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,63","0,00","13,63","777.508,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,64","0,00","13,64","777.925,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,68","0,00","13,68","780.276,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,71","0,00","13,71","782.087,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,73","0,00","13,73","782.941,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,75","0,00","13,75","784.313,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,86","0,00","13,86","790.323,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,87","0,00","13,87","791.296,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,89","0,00","13,89","792.056,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,90","0,00","13,90","792.584,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,96","0,00","13,96","796.082,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","13,97","0,00","13,97","797.085,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","14,06","0,00","14,06","801.759,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","14,10","0,00","14,10","803.975,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","14,16","0,00","14,16","807.399,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","14,21","0,00","14,21","810.623,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","14,25","0,00","14,25","812.811,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","14,26","0,00","14,26","813.513,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","14,39","0,00","14,39","820.577,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","14,47","0,00","14,47","825.140,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","14,47","0,00","14,47","825.530,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","14,48","0,00","14,48","825.906,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","14,54","0,00","14,54","829.230,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","14,54","0,00","14,54","829.446,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","14,66","0,00","14,66","836.058,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","14,76","0,00","14,76","842.012,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","14,77","0,00","14,77","842.649,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","14,82","0,00","14,82","845.251,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","14,88","0,00","14,88","848.546,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","15,06","0,00","15,06","858.782,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","15,24","0,00","15,24","869.241,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","15,25","0,00","15,25","869.751,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","15,32","0,00","15,32","873.565,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","15,32","0,00","15,32","874.032,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","15,34","0,00","15,34","874.860,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","15,59","0,00","15,59","889.168,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","15,66","0,00","15,66","893.037,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","15,70","0,00","15,70","895.557,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","15,75","0,00","15,75","898.434,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","15,76","0,00","15,76","899.027,00","1,00","Vereinigte Staaten","-","USD"
